"semanticResourceURN";"Code List";"Code Value";"codeName";"Definition";"resourceSubTypeCode";"Domain";"ExternalLink";"changeLog";"Status";"Version"
"urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:ASMI";"PackagingMarkedLabelAccreditationCode";"ASMI";"Alaska Seafood Marketing Institute";"ASMI The Alaska Seafood Marketing Institute is a marketing organization with the mission of increasing the economic value of the Alaska seafood resource through:
• Increasing the positive awareness of the Alaska Seafood brand;
• Quality assurance, technical industry analysis, education, advocacy and research;
http://www.alaskaseafood.org/.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";2
"urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:ASTHMA_AND_ALLERGY_FOUNDATION_OF_AMERICA ";"PackagingMarkedLabelAccreditationCode";"ASTHMA_AND_ALLERGY_FOUNDATION_OF_AMERICA ";"Asthma and Allergy Foundation of America";"The Asthma and Allergy Foundation of America (AAFA), a not-for-profit organization founded in 1953, is the leading patient organization for people with asthma and allergies, and the oldest asthma and allergy patient group in the world. https://www.aafa.org/certified-asthma-allergy-friendly/";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:ATG";"PackagingMarkedLabelAccreditationCode";"ATG";"ATG";"If there is no BENOR-mark for a specific material, then the manufacturers can ask for a technical approval by BUtgb (Belgian Union for technical approval in the construction). This technical approval (ATG) provides a technical advice, including a description and the technical characteristics. An ATG is a favourable review of one particular building product of one manufacturer for a particular application. It's all about systems, innovative products and products that contain multiple components.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";2
"urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:AUS_KAUP_ESTONIA";"PackagingMarkedLabelAccreditationCode";"AUS_KAUP_ESTONIA";;"Used to specify Estonia Meat in their product. Eesti Lihatöötlejate Assotsiatsioon www.ela.ee";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:AUSTRALIAN_CERTIFIED_ORGANIC";"PackagingMarkedLabelAccreditationCode";"AUSTRALIAN_CERTIFIED_ORGANIC";"Australian Certified Organic";"Australian Certified Organic (ACO) is Australia’s largest certifier for organic and biodynamic produce and has over 1500 operators within its certification system.
ACO provides certification services to operators from all sectors of the organic industry. Certification ensures compliance with national production standards and allows trace back of all products to their origin.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";8
"urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:AUSTRIA_BIO_GARANTIE";"PackagingMarkedLabelAccreditationCode";"AUSTRIA_BIO_GARANTIE";"Austria Bio Garantie";"Austria Bio Garantie GMBH (ABG)  is Austria's leading inspection body. It conducts inspections throughout Austria at all levels of the organic production chain (farmers-processors-traders-import/export) as well as in different foreign countries.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";2
"urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:AUSTRIAN_ECO_LABEL";"PackagingMarkedLabelAccreditationCode";"AUSTRIAN_ECO_LABEL";"Austrian Eco Label";"The Austrian Eco Label guarantees environment-friendly products and services.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";2
"urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BCARA_ORGANIC";"PackagingMarkedLabelAccreditationCode";"BCARA_ORGANIC";"Organic Certifying Body – Province of British Columbia Certified Organic, British Columbia Association for Regenerative Agriculture (BCARA), Canada";"BCARA is accredited by the Canadian Food Inspection Agency (CFIA) as a certification body that certifies organic products under the Canada Organic Regime. Products certified under the Canada Organic Regime can be sold inter-provincially and internationally to countries that have equivalency agreements with Canada. The Organic Products Regulations require mandatory certification to the current National Organic Standard for agricultural products represented as organic in international and inter-provincial trade, or that bear the federal organic agricultural product legend (or federal logo).";"CODEVALUE";"GDSN";;"NEW";"CURRENT";4
"urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BDIH_LOGO";"PackagingMarkedLabelAccreditationCode";"BDIH_LOGO";"BDIH Logo";"BDIH Germany guidelines for Certified Natural Cosmetics";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BEBAT";"PackagingMarkedLabelAccreditationCode";"BEBAT";"BEBAT";"BEBAT is a non-profit organization, founded in 1995 under a Belgian law on environmental taxes. BEBAT gives a new life to batteries and flashlights! We do that by sorting and recycling. The federal government and the regional authorities are working with us.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";2
"urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BEDRE_DYREVELFAERD_1HEART";"PackagingMarkedLabelAccreditationCode";"BEDRE_DYREVELFAERD_1HEART";"Bedre Dyrevelfaerd 1Heart";"The government animal-welfare label will initially be for pork, but it will later be expanded to cover meat from other animals. Examples of animal welfare for this marking include free-range sows, curly tail/undocked tail, more straw, more space, max. 8 hours’ transport.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";5
"urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BEDRE_DYREVELFAERD_2HEART";"PackagingMarkedLabelAccreditationCode";"BEDRE_DYREVELFAERD_2HEART";"Bedre Dyrevelfaerd 2Heart";"The government animal-welfare label will initially be for pork, but it will later be expanded to cover meat from other animals. Examples of animal welfare include free-range sows, curly tail/undocked tail, even more straw, even more space, max. 8 hours’ transport.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";5
"urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BEDRE_DYREVELFAERD_3HEART";"PackagingMarkedLabelAccreditationCode";"BEDRE_DYREVELFAERD_3HEART";"Bedre Dyrevelfaerd 3Heart";"The government animal-welfare label will initially be for pork, but it will later be expanded to cover meat from other animals. Examples of animal welfare for this marking include free-range sows, curly tail/undocked tail, much more straw, much more Space, max. 8 hours’ transport, outdoor space,
access to open fields. ";"CODEVALUE";"GDSN";;"NEW";"CURRENT";5
"urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BELGAQUA";"PackagingMarkedLabelAccreditationCode";"BELGAQUA";"Belgaqua";"Belgaqua is the Belgian Federation for the Water Sector, and verifies the conformity of devices connected to the water supply at the request of the manufacturer or the importer, and is responsible for the inspection of protections against back blends.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";2
"urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BENOR";"PackagingMarkedLabelAccreditationCode";"BENOR";"BENOR";"BENOR stands for BElgian NORm and points out that a product is according to Belgian standards. Is mainly used for traditional building materials such as steel, concrete, tile, brick, floor tiles and other concrete products, indicated by the abbreviation NBN. Mainly for building materials in road construction.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";2
"urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BERCHTESGADENER_LAND";"PackagingMarkedLabelAccreditationCode";"BERCHTESGADENER_LAND";"Berchtesgadener Land";"The regional seal ""Berchtesgadener Land"" approved regional origin and quality of organically and conventionally produced agricultural products and services in the region of Berchtesgaden. The award criteria go in terms of the origin and support of genetic engineering ban partially beyond legal requirements. ";"CODEVALUE";"GDSN";;"NEW";"CURRENT";2
"urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BEST_AQUACULTURE_PRACTICES";"PackagingMarkedLabelAccreditationCode";"BEST_AQUACULTURE_PRACTICES";"Best Aquaculture Practices ";"The Best Aquaculture Practices Certified (BAP Certified) mark on retail packaging tells consumers that seafood came from BAP certified aquaculture facilities.
The Best Aquaculture Practices standards, developed by the Global Aquaculture Alliance, form the basis for BAP certification. The standards specifically protect biodiversity and worker rights within a program that addresses environmental, social, food safety and traceability issues throughout producers' operations.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";2
"urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BEST_AQUACULTURE_PRACTICES_2_STARS";"PackagingMarkedLabelAccreditationCode";"BEST_AQUACULTURE_PRACTICES_2_STARS";"Best Aquaculture Practices 2 Stars";"2 Star BAP accreditation. The BAP program is the world’s most comprehensive third-party certification system for aquaculture facilities, addressing every key element of responsible aquaculture, including environmental responsibility, social responsibility, food safety, animal welfare, traceability and more. BAP standards encompassing the entire aquaculture production chain, including farms, processing plants, hatcheries and feed mills. ";"CODEVALUE";"GDSN";;"NEW";"CURRENT";2
"urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BEST_AQUACULTURE_PRACTICES_3_STARS";"PackagingMarkedLabelAccreditationCode";"BEST_AQUACULTURE_PRACTICES_3_STARS";"Best Aquaculture Practices 3 Stars";"3 Star BAP accreditation. The BAP program is the world’s most comprehensive third-party certification system for aquaculture facilities, addressing every key element of responsible aquaculture, including environmental responsibility, social responsibility, food safety, animal welfare, traceability and more. BAP standards encompassing the entire aquaculture production chain, including farms, processing plants, hatcheries and feed mills. ";"CODEVALUE";"GDSN";;"NEW";"CURRENT";2
"urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BEST_AQUACULTURE_PRACTICES_4_STARS";"PackagingMarkedLabelAccreditationCode";"BEST_AQUACULTURE_PRACTICES_4_STARS";"Best Aquaculture Practices 4 Stars";"4 Star BAP accreditation. The BAP program is the world’s most comprehensive third-party certification system for aquaculture facilities, addressing every key element of responsible aquaculture, including environmental responsibility, social responsibility, food safety, animal welfare, traceability and more. BAP standards encompassing the entire aquaculture production chain, including farms, processing plants, hatcheries and feed mills. ";"CODEVALUE";"GDSN";;"NEW";"CURRENT";2
"urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BETER_LEVEN_1_STER";"PackagingMarkedLabelAccreditationCode";"BETER_LEVEN_1_STER";"Beter Leven 1 Ster";"The one-star Beter Leven (better life) mark indicates that the product comes from a company that cares that animals are kept according to the minimal requirements for sanitation and wel-being for the cattle industry. See: http://beterleven.dierenbescherming.nl/1-ster";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BETER_LEVEN_2_STER";"PackagingMarkedLabelAccreditationCode";"BETER_LEVEN_2_STER";"Beter Leven 2 Ster";"The two-star Beter Leven (better life) mark indicates that the product comes from a company that provides for a higher wel-being of animals than that established by the minimal requirements for sanitation and wel-being for the cattle industry, yet the conditions are inferior to those of Biological-class products. See: http://beterleven.dierenbescherming.nl/2-sterren-";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BETER_LEVEN_3_STER";"PackagingMarkedLabelAccreditationCode";"BETER_LEVEN_3_STER";"Beter Leven 3 Ster";"The three-star Beter Leven (better life) mark is awarded to products that come from companies that excel in keeping animals according to top guidelines for Biological-class products. In some cases this mark is accompanied by an EKO indication. See: http://beterleven.dierenbescherming.nl/3-sterren-";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BETTER_BUSINESS_BUREAU_ACCREDITED";"PackagingMarkedLabelAccreditationCode";"BETTER_BUSINESS_BUREAU_ACCREDITED";"Better Business Bureau Accredited";"If a business has been accredited by the BBB, it means BBB has determined that the business meets accreditation standards, which include a commitment to make a good faith effort to resolve any consumer complaints. BBB accredited businesses pay a fee for accreditation review and monitoring for continued compliance and for support of BBB services to the public. BBB Code of Business Practices represents standards for business accreditation by BBB. Businesses based in the United States and Canada that meet these standards and complete all application procedures will be accredited by BBB.  The Code is built on the BBB Standards for Trust, eight principles that summarize important elements of creating and maintaining trust in business. ";"CODEVALUE";"GDSN";;"NEW";"CURRENT";6
"urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BETTER_COTTON_INITIATIVE";"PackagingMarkedLabelAccreditationCode";"BETTER_COTTON_INITIATIVE";"Better Cotton Initiative";"The Better Cotton Initiative (BCI) is a not-for-profit organisation stewarding the global standards for Better Cotton, and bringing together cotton’s complex supply chain, from the farmers to the retailers. BCI exists to make global cotton production better for the people who produce it, better for the environment it grows in and better for the sector’s future, by developing Better Cotton as a sustainable mainstream commodity.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";5
"urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BEWUSST_TIROL";"PackagingMarkedLabelAccreditationCode";"BEWUSST_TIROL";"Bewusst Tirol";"Bewusst Tirol is a seal of quality marking food from the Tyrol. The ""Awareness Tyrol"" project promotes the use of local food in the hotel industry and gastronomy and thus strengthens the cooperation between tourism and agriculture. The participating companies are honoured for their high use of domestic products. http://amtirol.at/projekte/bewusst-tirol";"CODEVALUE";"GDSN";;"NEW";"CURRENT";6
"urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BEWUSTE_KEUZE";"PackagingMarkedLabelAccreditationCode";"BEWUSTE_KEUZE";;"Identifies non-staple or non-essential products (e.g. soup, candy, desserts, etc.) that offer more nutritional value or less contain less of potentially harmful ingredients (such as sugar, salt, fat) in comparison to similar items according to the guidelines of the Dutch Wetenschappelijke Commissie. See: http://www.ikkiesbewust.nl/";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BIKO_TIROL";"PackagingMarkedLabelAccreditationCode";"BIKO_TIROL";;"BIKo TYROL covers Genetically Modified-free milk production, AMA seal, quality Tyrol and beef labelling are controlled and certified. The Biko Tyrol operates in accordance with EN 45011 and is an accredited certification body.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";2
"urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BIO_AUSTRIA_LABEL";"PackagingMarkedLabelAccreditationCode";"BIO_AUSTRIA_LABEL";"Bio Austria Label";"Bio Austria is the Austrian Bio-network of Eastern organic farmers. Created from the former Association Harvest for Life";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BIO_BAYERN_WITH_CERTIFICATE_PROVENANCE";"PackagingMarkedLabelAccreditationCode";"BIO_BAYERN_WITH_CERTIFICATE_PROVENANCE";"Bio-Bayern with Certificate of Provenance";"In cases in which the products of a certain provenance (e.g. Bavaria) made according to the higher quality criteria can be tracked along the whole path from their production, via their processing, all the way to the shop counter, they can be given a biolabel stating the corresponding indication of geographical origin. In this case the origin is presented both in the form of a corresponding logo as well as the colours of the state of origin in the inner oval. The biolabel with the certificate of origin awarded by the Free State of Bavaria stands for products and services over and beyond the statutory standards a three-tier control system a full certificate of origin

";"CODEVALUE";"GDSN";;"NEW";"CURRENT";"9"
"urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BIO_BAYERN_WITHOUT_CERTIFICATE_PROVENANCE";"PackagingMarkedLabelAccreditationCode";"BIO_BAYERN_WITHOUT_CERTIFICATE_PROVENANCE";"Bio-Bayern without Certificate of Provenance";"The biolabel awarded by the Free State of Bavaria offers companies in the farming and food sector in the European Union the opportunity to label goods produced in compliance with the terms of the EU-Eco Regulation in combination with higher quality criteria.
The precisely defined regulations are a guarantee for the consumers of an economic system in harmony with nature and provide them with guidance when making their purchases. Both the farmers of organic products as well as the producers must fulfil the demanding inspection criteria and allow their products to be checked by state-approved and monitored inspection boards. The defined control system ensures a complete traceability of the products over the entire lifecycle. The biolabel awarded by the Free State of Bavaria stands for products and services over and beyond the statutory standards a three-tier control system
";"CODEVALUE";"GDSN";;"NEW";"CURRENT";"9"
