"semanticResourceURN";"Code Value";"resourceSubTypeCode";"Code List";"Domain";"ExternalLink";"codeName";"Definition";"changeLog";"Status";"Version";"Change Date";"changeLogComment"
"urn:gs1:gdd:cl:PackageTypeCode:AF";"AF";"CODEVALUE";"PackageTypeCode";"EDI";;"Pallet, modular, collars 80cms * 60cms ";"Standard sized pallet of dimensions 80 centimeters by 60 centimeters (cms).";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:AG";"AG";"CODEVALUE";"PackageTypeCode";"EDI";;"Pallet, shrinkwrapped ";"Pallet load secured with transparent plastic film that has been wrapped around and then shrunk tightly.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:AH";"AH";"CODEVALUE";"PackageTypeCode";"EDI";;"Pallet, 100cms * 110cms ";"Standard sized pallet of dimensions 100centimeters by 110 centimeters (cms).";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:AI";"AI";"CODEVALUE";"PackageTypeCode";"EDI";;"Clamshell";"GS1 Description:
A package with a base and top that are hinged together. E.g. video cassette case.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:AJ";"AJ";"CODEVALUE";"PackageTypeCode";"EDI";;"Cone";"Container used in the transport of linear material such as yarn.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:AL";"AL";"CODEVALUE";"PackageTypeCode";"EDI";;"Ball";"A spherical containment vessel for retaining substances or articles.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:AM";"AM";"CODEVALUE";"PackageTypeCode";"EDI";;"Ampoule, non-protected ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:AP";"AP";"CODEVALUE";"PackageTypeCode";"EDI";;"Ampoule, protected ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:APE";"APE";"CODEVALUE";"PackageTypeCode";"EDI";;"Aluminium packed (GS1 Code)";"Packaging using thin sheets of aluminium.";"NEW";"CURRENT";2;01/09/2014;"WR 14-027 Aligned with EANCOM DE 7065 "
"urn:gs1:gdd:cl:PackageTypeCode:AT";"AT";"CODEVALUE";"PackageTypeCode";"EDI";;"Atomizer";;"NEW";"CURRENT";2;01/09/2014;"WR 14-027 Aligned with EANCOM DE 7065 "
"urn:gs1:gdd:cl:PackageTypeCode:AV";"AV";"CODEVALUE";"PackageTypeCode";"EDI";;"Capsule";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:B4";"B4";"CODEVALUE";"PackageTypeCode";"EDI";;"Belt";"A band use to retain multiple articles together.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:BB";"BB";"CODEVALUE";"PackageTypeCode";"EDI";;"Bobbin ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:BC";"BC";"CODEVALUE";"PackageTypeCode";"EDI";;"Bottlecrate / bottlerack";;"NEW";"CURRENT";2;01/09/2014;"WR 14-027 Aligned with EANCOM DE 7065 "
"urn:gs1:gdd:cl:PackageTypeCode:BD";"BD";"CODEVALUE";"PackageTypeCode";"EDI";;"Board";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:BE";"BE";"CODEVALUE";"PackageTypeCode";"EDI";;"Bundle";;"NEW";"CURRENT";2;01/09/2014;"WR 14-027 Aligned with EANCOM DE 7065 "
"urn:gs1:gdd:cl:PackageTypeCode:BF";"BF";"CODEVALUE";"PackageTypeCode";"EDI";;"Balloon, non-protected ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:BG";"BG";"CODEVALUE";"PackageTypeCode";"EDI";;"Bag";"A receptacle made of flexible material with an open or closed top.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:BGE";"BGE";"CODEVALUE";"PackageTypeCode";"EDI";;"Large bag, pallet sized (GS1 Code)";"A non-rigid container made of fabric, paper, plastic, etc, with an opening at the top which can be closed and which is suitable for use on pallets.";"NEW";"CURRENT";2;01/09/2014;"WR 14-027 Aligned with EANCOM DE 7065 "
"urn:gs1:gdd:cl:PackageTypeCode:BH";"BH";"CODEVALUE";"PackageTypeCode";"EDI";;"Bunch";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:BI";"BI";"CODEVALUE";"PackageTypeCode";"EDI";;"Bin";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:BJ";"BJ";"CODEVALUE";"PackageTypeCode";"EDI";;"Bucket ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:BK";"BK";"CODEVALUE";"PackageTypeCode";"EDI";;"Basket ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:BL";"BL";"CODEVALUE";"PackageTypeCode";"EDI";;"Bale, compressed ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:BM";"BM";"CODEVALUE";"PackageTypeCode";"EDI";;"Basin";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:BME";"BME";"CODEVALUE";"PackageTypeCode";"EDI";;"Blister pack (GS1 Code)";"A transparent strip package of pressable plastic which allows the product to be displayed while remaining protected.";"NEW";"CURRENT";2;01/09/2014;"WR 14-027 Aligned with EANCOM DE 7065 "
"urn:gs1:gdd:cl:PackageTypeCode:BN";"BN";"CODEVALUE";"PackageTypeCode";"EDI";;"Bale, non-compressed ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:BO";"BO";"CODEVALUE";"PackageTypeCode";"EDI";;"Bottle, non-protected, cylindrical ";"A narrow-necked cylindrical shaped vessel without external protective packing material.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:BP";"BP";"CODEVALUE";"PackageTypeCode";"EDI";;"Balloon, protected ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:BQ";"BQ";"CODEVALUE";"PackageTypeCode";"EDI";;"Bottle, protected cylindrical";"A narrow-necked cylindrical shaped vessel with external protective packing material.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:BR";"BR";"CODEVALUE";"PackageTypeCode";"EDI";;"Bar";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:BRI";"BRI";"CODEVALUE";"PackageTypeCode";"EDI";;"Brick (GS1 Code)";"A box made of a cardboard, plastic or metal, used for liquids.";"NEW";"CURRENT";2;01/09/2014;"WR 14-027 Aligned with EANCOM DE 7065 "
"urn:gs1:gdd:cl:PackageTypeCode:BS";"BS";"CODEVALUE";"PackageTypeCode";"EDI";;"Bottle, non-protected, bulbous ";"A narrow-necked bulb shaped vessel without external protective packing material.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:BT";"BT";"CODEVALUE";"PackageTypeCode";"EDI";;"Bolt ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:BU";"BU";"CODEVALUE";"PackageTypeCode";"EDI";;"Butt ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:BV";"BV";"CODEVALUE";"PackageTypeCode";"EDI";;"Bottle, protected bulbous";"A narrow-necked bulb shaped vessel with external protective packing material.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:BW";"BW";"CODEVALUE";"PackageTypeCode";"EDI";;"Box, for liquids";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:BX";"BX";"CODEVALUE";"PackageTypeCode";"EDI";;"Box";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:BY";"BY";"CODEVALUE";"PackageTypeCode";"EDI";;"Board, in bundle/bunch/truss ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:BZ";"BZ";"CODEVALUE";"PackageTypeCode";"EDI";;"Bars, in bundle/bunch/truss";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:CA";"CA";"CODEVALUE";"PackageTypeCode";"EDI";;"Can, rectangular ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:CB";"CB";"CODEVALUE";"PackageTypeCode";"EDI";;"Crate, beer";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:CBL";"CBL";"CODEVALUE";"PackageTypeCode";"EDI";;"Container bottle like (GS1 Code)";"A non-protected, non-cylindrical, container with a narrow neck made usually of glass or plastic which is especially used for liquids, e.g. perfume bottle.";"NEW";"CURRENT";2;01/09/2014;"WR 14-027 Aligned with EANCOM DE 7065 "
"urn:gs1:gdd:cl:PackageTypeCode:CC";"CC";"CODEVALUE";"PackageTypeCode";"EDI";;"Churn";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:CCE";"CCE";"CODEVALUE";"PackageTypeCode";"EDI";;"Cardboard carrier (GS1 Code)";"A package made of cardboard.";"NEW";"CURRENT";2;01/09/2014;"WR 14-027 Aligned with EANCOM DE 7065 "
"urn:gs1:gdd:cl:PackageTypeCode:CD";"CD";"CODEVALUE";"PackageTypeCode";"EDI";;"Can, with handle and spout ";"GS1 Description:
A can with a handle and spout which allows the lifting and pouring of liquids contained within the can";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:CE";"CE";"CODEVALUE";"PackageTypeCode";"EDI";;"Creel";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:CF";"CF";"CODEVALUE";"PackageTypeCode";"EDI";;"Coffer ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:CG";"CG";"CODEVALUE";"PackageTypeCode";"EDI";;"Cage ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:CH";"CH";"CODEVALUE";"PackageTypeCode";"EDI";;"Chest";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:CI";"CI";"CODEVALUE";"PackageTypeCode";"EDI";;"Canister ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:CJ";"CJ";"CODEVALUE";"PackageTypeCode";"EDI";;"Coffin ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:CK";"CK";"CODEVALUE";"PackageTypeCode";"EDI";;"Cask ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:CL";"CL";"CODEVALUE";"PackageTypeCode";"EDI";;"Coil ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:CM";"CM";"CODEVALUE";"PackageTypeCode";"EDI";;"Card";"A flat package usually made of fibreboard from/to which product is often hung or attached.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:CN";"CN";"CODEVALUE";"PackageTypeCode";"EDI";;"Container, not otherwise specified as transport equipment";"GS1 Description:
A receptacle in which something is kept and/or transported.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:CO";"CO";"CODEVALUE";"PackageTypeCode";"EDI";;"Carboy, non-protected";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:CP";"CP";"CODEVALUE";"PackageTypeCode";"EDI";;"Carboy, protected";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:CQ";"CQ";"CODEVALUE";"PackageTypeCode";"EDI";;"Cartridge";"Package containing a charge such as propelling explosive for firearms or ink toner for a printer.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:CR";"CR";"CODEVALUE";"PackageTypeCode";"EDI";;"Crate";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:CS";"CS";"CODEVALUE";"PackageTypeCode";"EDI";;"Case ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:CT";"CT";"CODEVALUE";"PackageTypeCode";"EDI";;"Carton ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:CU";"CU";"CODEVALUE";"PackageTypeCode";"EDI";;"Cup";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:CV";"CV";"CODEVALUE";"PackageTypeCode";"EDI";;"Cover";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:CW";"CW";"CODEVALUE";"PackageTypeCode";"EDI";;"Cage, roll ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:CX";"CX";"CODEVALUE";"PackageTypeCode";"EDI";;"Can, cylindrical ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:CY";"CY";"CODEVALUE";"PackageTypeCode";"EDI";;"Cylinder ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:CZ";"CZ";"CODEVALUE";"PackageTypeCode";"EDI";;"Canvas ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:DA";"DA";"CODEVALUE";"PackageTypeCode";"EDI";;"Crate, multiple layer, plastic ";"GS1 Description:
Plastic crate which contains multiple layers.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:DB";"DB";"CODEVALUE";"PackageTypeCode";"EDI";;"Crate, multiple layer, wooden";"GS1 Description:
Wooden crate which contains multiple layers.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:DC";"DC";"CODEVALUE";"PackageTypeCode";"EDI";;"Crate, multiple layer, cardboard ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:DG";"DG";"CODEVALUE";"PackageTypeCode";"EDI";;"Cage, Commonwealth Handling Equipment Pool  (CHEP)";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:DH";"DH";"CODEVALUE";"PackageTypeCode";"EDI";;"Box, Commonwealth Handling Equipment Pool (CHEP), Eurobox";"A box mounted on a pallet base under the control of CHEP.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:DI";"DI";"CODEVALUE";"PackageTypeCode";"EDI";;"Drum, iron ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:DJ";"DJ";"CODEVALUE";"PackageTypeCode";"EDI";;"Demijohn, non-protected";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:DK";"DK";"CODEVALUE";"PackageTypeCode";"EDI";;"Crate, bulk, cardboard ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:DL";"DL";"CODEVALUE";"PackageTypeCode";"EDI";;"Crate, bulk, plastic ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:DM";"DM";"CODEVALUE";"PackageTypeCode";"EDI";;"Crate, bulk, wooden";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:DN";"DN";"CODEVALUE";"PackageTypeCode";"EDI";;"Dispenser";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:DP";"DP";"CODEVALUE";"PackageTypeCode";"EDI";;"Demijohn, protected";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:DPE";"DPE";"CODEVALUE";"PackageTypeCode";"EDI";;"Display package (GS1 Code)";"A package used for the display of goods, usually during a promotion.";"NEW";"CURRENT";2;01/09/2014;"WR 14-027 Aligned with EANCOM DE 7065 "
"urn:gs1:gdd:cl:PackageTypeCode:DR";"DR";"CODEVALUE";"PackageTypeCode";"EDI";;"Drum ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:DS";"DS";"CODEVALUE";"PackageTypeCode";"EDI";;"Tray, one layer no cover, plastic";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:DT";"DT";"CODEVALUE";"PackageTypeCode";"EDI";;"Tray, one layer no cover, wooden ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:DU";"DU";"CODEVALUE";"PackageTypeCode";"EDI";;"Tray, one layer no cover, polystyrene";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:DV";"DV";"CODEVALUE";"PackageTypeCode";"EDI";;"Tray, one layer no cover, cardboard";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:DW";"DW";"CODEVALUE";"PackageTypeCode";"EDI";;"Tray, two layers no cover, plastic tray";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:DX";"DX";"CODEVALUE";"PackageTypeCode";"EDI";;"Tray, two layers no cover, wooden";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:DY";"DY";"CODEVALUE";"PackageTypeCode";"EDI";;"Tray, two layers no cover, cardboard ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:EC";"EC";"CODEVALUE";"PackageTypeCode";"EDI";;"Bag, plastic ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:ED";"ED";"CODEVALUE";"PackageTypeCode";"EDI";;"Case, with pallet base ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:EE";"EE";"CODEVALUE";"PackageTypeCode";"EDI";;"Case, with pallet base, wooden ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:EF";"EF";"CODEVALUE";"PackageTypeCode";"EDI";;"Case, with pallet base, cardboard";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:EG";"EG";"CODEVALUE";"PackageTypeCode";"EDI";;"Case, with pallet base, plastic";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:EH";"EH";"CODEVALUE";"PackageTypeCode";"EDI";;"Case, with pallet base, metal";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:EI";"EI";"CODEVALUE";"PackageTypeCode";"EDI";;"Case, isothermic ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:EN";"EN";"CODEVALUE";"PackageTypeCode";"EDI";;"Envelope ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:FB";"FB";"CODEVALUE";"PackageTypeCode";"EDI";;"Flexibag";"A flexible containment bag made of plastic, typically for the transportation bulk non-hazardous cargoes using standard size shipping containers.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:FC";"FC";"CODEVALUE";"PackageTypeCode";"EDI";;"Crate, fruit ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:FD";"FD";"CODEVALUE";"PackageTypeCode";"EDI";;"Crate, framed";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:FE";"FE";"CODEVALUE";"PackageTypeCode";"EDI";;"Flexitank";"A flexible containment tank made of plastic, typically for the transportation bulk non-hazardous cargoes using standard size shipping containers.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:FI";"FI";"CODEVALUE";"PackageTypeCode";"EDI";;"Firkin ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:FL";"FL";"CODEVALUE";"PackageTypeCode";"EDI";;"Flask";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:FO";"FO";"CODEVALUE";"PackageTypeCode";"EDI";;"Footlocker ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:FOB";"FOB";"CODEVALUE";"PackageTypeCode";"EDI";;"Folding box (GS1 Code)";"Folded cardboard box e.g. for products like frozen vegetables, paper clips.";"NEW";"CURRENT";2;01/09/2014;"WR 14-027 Aligned with EANCOM DE 7065 "
"urn:gs1:gdd:cl:PackageTypeCode:FP";"FP";"CODEVALUE";"PackageTypeCode";"EDI";;"Filmpack ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:FPE";"FPE";"CODEVALUE";"PackageTypeCode";"EDI";;"Foil packed (GS1 Code)";"Packaging using a metallic foil.";"NEW";"CURRENT";2;01/09/2014;"WR 14-027 Aligned with EANCOM DE 7065 "
"urn:gs1:gdd:cl:PackageTypeCode:FR";"FR";"CODEVALUE";"PackageTypeCode";"EDI";;"Frame";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:FT";"FT";"CODEVALUE";"PackageTypeCode";"EDI";;"Foodtainer";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:FW";"FW";"CODEVALUE";"PackageTypeCode";"EDI";;"Cart, flatbed";"Wheeled flat bedded device on which trays or other regular shaped items are packed for transportation purposes.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:FX";"FX";"CODEVALUE";"PackageTypeCode";"EDI";;"Bag, flexible container";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:GB";"GB";"CODEVALUE";"PackageTypeCode";"EDI";;"Bottle, gas";"A narrow-necked metal cylinder for retention of liquefied or compressed gas.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:GI";"GI";"CODEVALUE";"PackageTypeCode";"EDI";;"Girder ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:GL";"GL";"CODEVALUE";"PackageTypeCode";"EDI";;"Container, gallon";"A container with a capacity of one gallon.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:GR";"GR";"CODEVALUE";"PackageTypeCode";"EDI";;"Receptacle, glass ";"Containment vessel made of glass for retaining substances or articles.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:GU";"GU";"CODEVALUE";"PackageTypeCode";"EDI";;"Tray, containing horizontally stacked flat items";"Tray containing flat items stacked on top of one another.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:GY";"GY";"CODEVALUE";"PackageTypeCode";"EDI";;"Bag, gunny";"A sack made of gunny or burlap, used for transporting coarse commodities, such as grains, potatoes, and other agricultural products. ";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:GZ";"GZ";"CODEVALUE";"PackageTypeCode";"EDI";;"Girders, in bundle/bunch/truss ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:HA";"HA";"CODEVALUE";"PackageTypeCode";"EDI";;"Basket, with handle, plastic ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:HB";"HB";"CODEVALUE";"PackageTypeCode";"EDI";;"Basket, with handle, wooden";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:HC";"HC";"CODEVALUE";"PackageTypeCode";"EDI";;"Basket, with handle, cardboard ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:HG";"HG";"CODEVALUE";"PackageTypeCode";"EDI";;"Hogshead ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:HN";"HN";"CODEVALUE";"PackageTypeCode";"EDI";;"Hanger";"A purpose shaped device with a hook at the top for hanging items from a rail.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:HR";"HR";"CODEVALUE";"PackageTypeCode";"EDI";;"Hamper ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:IA";"IA";"CODEVALUE";"PackageTypeCode";"EDI";;"Package, display, wooden ";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:IB";"IB";"CODEVALUE";"PackageTypeCode";"EDI";;"Package, display, cardboard";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:IC";"IC";"CODEVALUE";"PackageTypeCode";"EDI";;"Package, display, plastic";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:ID";"ID";"CODEVALUE";"PackageTypeCode";"EDI";;"Package, display, metal";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:IE";"IE";"CODEVALUE";"PackageTypeCode";"EDI";;"Package, show";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:IF";"IF";"CODEVALUE";"PackageTypeCode";"EDI";;"Package, flow ";"A flexible tubular package or skin, possibly transparent, often used for containment of foodstuffs (e.g. salami sausage).";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:IG";"IG";"CODEVALUE";"PackageTypeCode";"EDI";;"Package, paper wrapped";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:IH";"IH";"CODEVALUE";"PackageTypeCode";"EDI";;"Drum, plastic";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:IK";"IK";"CODEVALUE";"PackageTypeCode";"EDI";;"Package, cardboard, with bottle grip-holes ";"Packaging material made out of cardboard that facilitates the separation of individual glass or plastic bottles.    ";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:IL";"IL";"CODEVALUE";"PackageTypeCode";"EDI";;"Tray, rigid, lidded stackable (CEN TS 14482:2002)";"Lidded stackable rigid tray compliant with CEN TS 14482:2002.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:IN";"IN";"CODEVALUE";"PackageTypeCode";"EDI";;"Ingot";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:IZ";"IZ";"CODEVALUE";"PackageTypeCode";"EDI";;"Ingots, in bundle/bunch/truss";;"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:PackageTypeCode:JB";"JB";"CODEVALUE";"PackageTypeCode";"EDI";;"Bag, jumbo";"A flexible containment bag, widely used for storage, transportation and handling of powder, flake or granular materials. Typically constructed from woven polypropylene (PP) fabric in the form of cubic bags. ";"NEW";"CURRENT";1;;
